id;filename;text;augmentation_type;intimité;fertilité du language;fluidité;émotions;imaginaire; expert;Vulnerable
142_contextual;Entretien 01 25.03.13 01_traitement_A;Bizarre, j' ont choisi ça. Ce n' est pas-être par une hasard. Oui y a beaucoup gestes tordu reliure qui me travaillent ....;contextual;6.0;2.0;1.0;8.0;1.0;7.0;7.0
142_original;Entretien 01 25.03.13 01_traitement_A;Si, j'ai choisi ça. Ce n'est peut-être pas par hasard. Il y a deux gestes en reliure qui me travaillent beaucoup.;original;6.0;2.0;1.0;8.0;1.0;7.0;7.0
142_swap;Entretien 01 25.03.13 01_traitement_A;, j si ' ai choisi ça. Ce n ' est peut - être pas hasard par. Il y a deux gestes reliure en me travaillent qui beaucoup.;swap;6.0;2.0;1.0;8.0;1.0;7.0;7.0
142_translation;Entretien 01 25.03.13 01_traitement_A;C'est ce que j'ai choisi, peut-être que ce n'est pas une coïncidence, il y a deux gestes en monofilament qui me font beaucoup de mal.;translation;6.0;2.0;1.0;8.0;1.0;7.0;7.0
143_contextual;Entretien 01 25.03.13 01_traitement_A;J' Ai choisi celui-ci probablement le recours au cuir, qui est vraiment mon matériau de prédilection, surtout qu'il y a plein de façon de faire de la reliure. Je démarre de la reliure classique et après, je joue avec les formess. Instinctivement, l' ai voulu vouloir choisir le cuir par affection pour cette matière.;contextual;8.0;5.0;3.0;9.0;1.0;7.0;1.0
143_original;Entretien 01 25.03.13 01_traitement_A;J'ai choisi celui-ci probablement par rapport au cuir, qui est vraiment mon matériau de prédilection, parce qu'il y a plein de manières de faire de la reliure. Je fais de la reliure classique et après, je joue avec les cuirs. Instinctivement, j'ai dû vouloir choisir le cuir par affection pour cette matière.;original;8.0;5.0;3.0;9.0;1.0;7.0;1.0
143_swap;Entretien 01 25.03.13 01_traitement_A;' j ai choisi celui - ci probablement par au rapport, cuir qui est vraiment mon matériau de prédilection, qu parce ' il y a plein de manières de de faire la. reliure Je fais de la reliure classique et après, je joue avec cuirs les Instinctivement. , j ai ' dû choisir vouloir le cuir par affection pour cette matière.;swap;8.0;5.0;3.0;9.0;1.0;7.0;1.0
143_translation;Entretien 01 25.03.13 01_traitement_A;J'ai choisi ceci probablement en ce qui concerne le cuir qui est vraiment mon matériau préféré parce qu'il y a beaucoup de manières de faire des reliures. Je fais la reliure classique et après je joue avec le cuir. Instinctivement j'ai dû choisir le cuir par passion pour ce matériau.;translation;8.0;5.0;3.0;9.0;1.0;7.0;1.0
144_contextual;Entretien 01 25.03.13 01_traitement_A;Un tout cas, ici j' ai fais en ce que dieu veux. C'est une vraie approche du qui j'ai dans cette activité.;contextual;8.0;1.0;3.0;7.0;1.0;8.0;1.0
144_original;Entretien 01 25.03.13 01_traitement_A;En tout cas, moi j'en fais absolument ce que je veux. C'est une vraie approche sensible que j'ai avec cette matière.;original;8.0;1.0;3.0;7.0;1.0;8.0;1.0
144_swap;Entretien 01 25.03.13 01_traitement_A;Tout en cas, moi j en ' absolument fais ce que je veux. C ' est vraie approche une sensible que j ' avec ai matière cette.;swap;8.0;1.0;3.0;7.0;1.0;8.0;1.0
144_translation;Entretien 01 25.03.13 01_traitement_A;Quoi qu'il en soit, je fais ce que je veux et c'est une approche très sensible que j'ai avec ce sujet.;translation;8.0;1.0;3.0;7.0;1.0;8.0;1.0
145_contextual;Entretien 01 25.03.13 01_traitement_A;Benoui, de la colle à ... a des papier, pas mal. Du papier, du carton, le fil, de la laine, le type de matériaux entre le carton et le papier. Beaucoup de matériau enfin, de la carte, entre du Papier et le plastique. On est beaucoup en contact avec du papier.;contextual;1.0;3.0;1.0;1.0;1.0;4.0;1.0
145_original;Entretien 01 25.03.13 01_traitement_A;…oui, de la colle Il y a du papier, pas mal. Du papier, du carton, du fil, de la ficelle, tout type de matériaux entre le carton et le papier. Beaucoup de matériau enfin, de la carte, entre le carton et le papier. On est beaucoup en contact avec du papier.;original;1.0;3.0;1.0;1.0;1.0;4.0;1.0
145_swap;Entretien 01 25.03.13 01_traitement_A;… oui, de la Il colle a y papier du, mal pas. Du papier, carton du, du fil, de ficelle la, type tout de matériaux entre le et carton le papier. Beaucoup matériau de enfin, de la carte, entre le carton et le papier. On est beaucoup en contact avec papier du.;swap;1.0;3.0;1.0;1.0;1.0;4.0;1.0
145_translation;Entretien 01 25.03.13 01_traitement_A;...oui, Colle Il ya du papier, pas mal. Papier, carton, fil, cordon, tout type de matériel entre le carton et le papier. Enfin beaucoup de matériel, carte, entre le carton et le papier. Nous sommes très en contact avec le papier.;translation;1.0;3.0;1.0;1.0;1.0;4.0;1.0
146_contextual;Entretien 01 25.03.13 01_traitement_A;Des nouvelles matériaux et matière, Qui dit quoi ? Trop de papier, peux de colle et du cuir. Ça permet aux peintures, mais moi, du cuir.;contextual;1.0;1.0;1.0;1.0;1.0;4.0;1.0
146_original;Entretien 01 25.03.13 01_traitement_A;Des collages comme matière, on a quoi ? Beaucoup de papier, beaucoup de colle et du cuir. Ça dépend des gens, mais moi, du cuir.;original;1.0;1.0;1.0;1.0;1.0;4.0;1.0
146_swap;Entretien 01 25.03.13 01_traitement_A;Des collages comme matière, a on quoi de? Beaucoup, papier beaucoup colle de du et cuir. Ça dépend, des gens moi mais, du. cuir;swap;1.0;1.0;1.0;1.0;1.0;4.0;1.0
146_translation;Entretien 01 25.03.13 01_traitement_A;Beaucoup de papiers, beaucoup de colle et de cuir, ça dépend des gens, mais de moi, du cuir.;translation;1.0;1.0;1.0;1.0;1.0;4.0;1.0
14_contextual;Entretien 01 24.10.03 02_traitement_A;II en manquait sa journée type, peut-être, pour chaque joueur.;contextual;1.0;1.0;1.0;1.0;1.0;3.0;1.0
14_original;Entretien 01 24.10.03 02_traitement_A;Il y a une journée type, peut-être, pour chaque étape.;original;1.0;1.0;1.0;1.0;1.0;3.0;1.0
14_swap;Entretien 01 24.10.03 02_traitement_A;Il y a une journée, type - être peut chaque, pour étape.;swap;1.0;1.0;1.0;1.0;1.0;3.0;1.0
14_translation;Entretien 01 24.10.03 02_traitement_A;Il y a peut-être un jour typique pour chaque étape.;translation;1.0;1.0;1.0;1.0;1.0;3.0;1.0
15_contextual;Entretien 01 24.10.03 02_traitement_A;Et aussi, pareille étape, chaque méthode différente. Quant tu disais, on commence autour du dessin. On vient expérimenter la peinture sur du papier ouson.;contextual;1.0;1.0;1.0;1.0;1.0;3.0;1.0
15_original;Entretien 01 24.10.03 02_traitement_A;Et donc, chaque étape, chaque matière différente. Comme je disais, on commence avec du dessin. On vient faire notre dessin sur du papier canson.;original;1.0;1.0;1.0;1.0;1.0;3.0;1.0
15_swap;Entretien 01 24.10.03 02_traitement_A;Et, donc chaque chaque étape, matière différente Comme. disais je, commence on du avec dessin. On vient faire notre dessin du sur canson papier.;swap;1.0;1.0;1.0;1.0;1.0;3.0;1.0
15_translation;Entretien 01 24.10.03 02_traitement_A;Donc, chaque étape, chaque autre matériau, comme je l'ai dit, nous commençons par un dessin pour faire notre dessin sur papier Canson.;translation;1.0;1.0;1.0;1.0;1.0;3.0;1.0
16_contextual;Entretien 01 24.10.03 02_traitement_A;Ensuite, on va le découper pour casser le calibreots. Ils a du matériau où dure assez... C'est un liège, donc c' aussi assez fragile.;contextual;1.0;1.0;1.0;1.0;1.0;3.0;3.0
16_original;Entretien 01 24.10.03 02_traitement_A;Ensuite, on va le découper pour faire les calibres. On a un matériau qui est assez... C'est du papier, donc c'est assez fragile.;original;1.0;1.0;1.0;1.0;1.0;3.0;3.0
16_swap;Entretien 01 24.10.03 02_traitement_A;Ensuite va, on pour le découper faire les calibres. On a matériau un qui est assez. . C. ' est du papier, c donc ' assez est fragile.;swap;1.0;1.0;1.0;1.0;1.0;3.0;3.0
16_translation;Entretien 01 24.10.03 02_traitement_A;Ensuite, on le coupe pour couper le calibre, et on a un matériau assez... c'est du papier, donc c'est plutôt fragile.;translation;1.0;1.0;1.0;1.0;1.0;3.0;3.0
17_contextual;Entretien 01 24.10.03 02_traitement_A;Mais en ce temps, on file faire ce 'on a avec. La semaine c' Halloween, on passe à du persil. C'est un autre rapport qu'on fait avec la moutarde puisqu'il est plus froid, il est plus sensible.;contextual;8.0;8.0;6.0;8.0;5.0;5.0;1.0
17_original;Entretien 01 24.10.03 02_traitement_A;Mais en même temps, on peut faire ce qu'on veut avec. La semaine d'après, on passe à du verre. C'est un autre rapport qu'on a à la matière puisqu'il est plus froid, il est plus sensible.;original;8.0;8.0;6.0;8.0;5.0;5.0;1.0
17_swap;Entretien 01 24.10.03 02_traitement_A;Mais en même temps, on peut ce faire qu ' on veut. avec d La semaine ' après, on passe à du verre. C ' est un rapport autre qu on ' à a matière la ' puisqu il plus est froid, il est plus sensible.;swap;8.0;8.0;6.0;8.0;5.0;5.0;1.0
17_translation;Entretien 01 24.10.03 02_traitement_A;Mais en même temps, nous pouvons faire ce que nous voulons, et la semaine prochaine, nous allons dans le verre, et c'est une autre relation que nous avons avec la matière, car il fait plus froid, il est plus sensible.;translation;8.0;8.0;6.0;8.0;5.0;5.0;1.0
18_contextual;Entretien 01 24.10.03 02_traitement_A;II y a plusieurs manière de travailler le laser pour pouvoir le couper correctement, faire des coupes moins techniques. Il en a ces équilibre importants de masse et de stabilité dans ma structure pour arriver à nos besoins. Chaque verre a ses propriétés.;contextual;1.0;7.0;6.0;1.0;1.0;8.0;1.0
18_original;Entretien 01 24.10.03 02_traitement_A;Il y a une manière de travailler le verre pour pouvoir le couper correctement, faire des coupes assez techniques. Il y a ces équilibres de masse et de tension dans la matière pour arriver à nos fins. Chaque verre a ses propriétés.;original;1.0;7.0;6.0;1.0;1.0;8.0;1.0
18_swap;Entretien 01 24.10.03 02_traitement_A;Il y a manière une de travailler verre le pour pouvoir le couper, faire correctement des coupes assez techniques. y Il a équilibres ces de masse et de dans tension la matière pour arriver à nos fins. Chaque verre ses a propriétés.;swap;1.0;7.0;6.0;1.0;1.0;8.0;1.0
18_translation;Entretien 01 24.10.03 02_traitement_A;Il y a une façon de travailler le verre pour le couper correctement, faire des coupes assez techniques. Il y a ces équilibres de masse et de tension dans la matière pour arriver à nos fins. Chaque verre a ses caractéristiques.;translation;1.0;7.0;6.0;1.0;1.0;8.0;1.0
19_contextual;Entretien 01 24.10.03 02_traitement_A;Chaque verre parle différemment. Il on a tous les sens qui sont impliqués quand on indique la quantité de glace. Et votre toucher, qui a un ressenti du verre quand il vient se briser.;contextual;8.0;7.0;6.0;1.0;1.0;5.0;1.0
19_original;Entretien 01 24.10.03 02_traitement_A;Chaque verre réagit différemment. Il y a tous les sens qui sont actifs quand on travaille la coupe de verre. Déjà au toucher, on a un ressenti du verre quand il vient se détacher.;original;8.0;7.0;6.0;1.0;1.0;5.0;1.0
19_swap;Entretien 01 24.10.03 02_traitement_A;Réagit chaque différemment verre y. Il a tous les sens qui sont actifs quand on travaille la coupe de verre. au Déjà toucher, a on un du ressenti verre il quand se vient détacher.;swap;8.0;7.0;6.0;1.0;1.0;5.0;1.0
19_translation;Entretien 01 24.10.03 02_traitement_A;Chaque verre réagit différemment. Il y a tous les sens qui sont actifs lorsque vous travaillez sur la coupe de verre. Dès que vous touchez, vous avez une sensation de verre quand il se dissout.;translation;8.0;7.0;6.0;1.0;1.0;5.0;1.0
1_contextual;Entretien 01 24.10.03 02_traitement_A;Parallèlement, je suis professionnel artisan. Parfois aussi, après coup, je passe un mi-temps.;contextual;1.0;1.0;1.0;1.0;1.0;8.0;1.0
1_original;Entretien 01 24.10.03 02_traitement_A;Moi, je suis professionnel artisan. Et là, du coup, je forme à mi-temps.;original;1.0;1.0;1.0;1.0;1.0;8.0;1.0
1_swap;Entretien 01 24.10.03 02_traitement_A;, moi je artisan suis professionnel. là Et, du coup, forme je mi à - temps.;swap;1.0;1.0;1.0;1.0;1.0;8.0;1.0
1_translation;Entretien 01 24.10.03 02_traitement_A;Je suis un artisan professionnel, et maintenant je suis en forme à mi-temps.;translation;1.0;1.0;1.0;1.0;1.0;8.0;1.0
20_contextual;Entretien 01 24.10.03 02_traitement_A;A l'œil, on voit les choses qui se passent. Sans l' impact, quand on détonne le verre pour faire filer leur coupe, le son n'est plus visible même quand c'est cassé et quand la coupe s'ouvre et ça lui devient plus clair. C'est une étape assez intéressante parce que justement ce rapport à la caméra, parfois on le conscientise !.;contextual;9.0;9.0;9.0;2.0;2.0;8.0;1.0
20_original;Entretien 01 24.10.03 02_traitement_A;A l'œil, on voit les choses qui se passent. A l'oreille, quand on détonne le verre pour faire filer une coupe, le son n'est plus le même quand c'est dense ou quand la coupe s'ouvre et ça ne devient plus clair. C'est une étape assez intéressante parce que justement ce rapport à la matière, là on le conscientise vraiment.;original;9.0;9.0;9.0;2.0;2.0;8.0;1.0
20_swap;Entretien 01 24.10.03 02_traitement_A;A l ' œil, on voit les choses qui se passent. A l ', oreille quand on le détonne verre pour faire filer une coupe, le son n ' est le plus même quand c ' est dense ou quand la s coupe ' et ouvre ça ne devient plus clair. C ' est étape une assez parce intéressante que ce justement rapport à la matière, là on le conscientise vraiment.;swap;9.0;9.0;9.0;2.0;2.0;8.0;1.0
20_translation;Entretien 01 24.10.03 02_traitement_A;Dans l'œil, on voit les choses qui se passent. Dans l'oreille, quand on stupéfie le verre pour couper une tasse, le son n'est plus le même quand il est dense ou quand la tasse s'ouvre et ne devient plus clair. C'est un pas assez intéressant, parce que c'est là que cette référence à la matière devient vraiment consciente.;translation;9.0;9.0;9.0;2.0;2.0;8.0;1.0
21_contextual;Entretien 01 24.10.03 02_traitement_A;Tous les corps resteront en alerte. Il faut faire vraiment calme, prendre son temps, respirer. Car elle a des sorte de structure émotionnelle qui me met en place.;contextual;10.0;10.0;10.0;10.0;10.0;10.0;10.0
21_original;Entretien 01 24.10.03 02_traitement_A;Tous les sens sont en alerte. Il faut être assez calme, prendre son temps, respirer. Il y a une sorte de trance qui se met en place.;original;10.0;10.0;10.0;10.0;10.0;10.0;10.0
21_swap;Entretien 01 24.10.03 02_traitement_A;Tous sens les en sont alerte Il. faut être calme assez, son prendre temps, respirer. Il y a une sorte trance de qui se met en place.;swap;10.0;10.0;10.0;10.0;10.0;10.0;10.0
21_translation;Entretien 01 24.10.03 02_traitement_A;Tous les sens sont en alerte, il faut être assez calme, prendre du temps et respirer.;translation;10.0;10.0;10.0;10.0;10.0;10.0;10.0
22_contextual;Entretien 01 24.10.03 02_traitement_A;Selon le projet je reste en cours. Si d'est un vitrail immense, la couche de cuivre peut durer des minutes. Si s'est un objet vitra gigantesque, le tracé, la coupe de vitrage et la peinture peuvent être faits en une journée.;contextual;1.0;1.0;1.0;1.0;1.0;3.0;1.0
22_original;Entretien 01 24.10.03 02_traitement_A;Selon le projet qui est en cours. Si c'est un vitrail immense, la coupe de verre peut durer des jours. Si c'est un petit vitrail, le tracé, la coupe de verre et la peinture peuvent être faits en une journée.;original;1.0;1.0;1.0;1.0;1.0;3.0;1.0
22_swap;Entretien 01 24.10.03 02_traitement_A;Le selon projet qui est en cours. Si c ' un est vitrail immense, la coupe de durer verre peut des jours Si. c ' est un vitrail petit, le tracé, la de verre coupe et la peuvent peinture être en faits une journée.;swap;1.0;1.0;1.0;1.0;1.0;3.0;1.0
22_translation;Entretien 01 24.10.03 02_traitement_A;S'il s'agit d'une grande fenêtre en verre, la coupe en verre peut prendre des jours. Si c'est une petite fenêtre en verre, les lignes, les coupes en verre et la couleur peuvent être faites en une journée.;translation;1.0;1.0;1.0;1.0;1.0;3.0;1.0
23_contextual;Entretien 01 24.10.03 02_traitement_A;C'est ça, sur toutes les étapes et à des échelles différentes. Qu'est drôle comme faire des petits projets et qu'en une journée, le voit plein de choses. C'est intéressant aussi de faire plus grands projets parce qu'on a le temps de faire plus gros coupe pendant des semaines et se faire la main et avoir un rapport au moment qui est extrêmement long.;contextual;5.0;5.0;5.0;5.0;2.0;5.0;1.0
23_original;Entretien 01 24.10.03 02_traitement_A;C'est ça, sur toutes les étapes et à des échelles différentes. C'est intéressant de faire des petits projets parce qu'en une journée, on voit plein de choses. C'est intéressant aussi de faire des grands projets parce qu'on a le temps de faire de la coupe pendant des semaines et se faire la main et avoir un rapport au verre qui est plus long.;original;5.0;5.0;5.0;5.0;2.0;5.0;1.0
23_swap;Entretien 01 24.10.03 02_traitement_A;C ' est ça, sur les toutes et étapes à des échelles différentes. C ' est intéressant faire de des petits projets parce qu ' en une journée, on voit plein choses de. C ' intéressant est aussi faire de des grands projets parce ' qu a on le temps de faire la de coupe pendant des semaines et se faire main la et avoir un rapport au verre qui est plus long.;swap;5.0;5.0;5.0;5.0;2.0;5.0;1.0
23_translation;Entretien 01 24.10.03 02_traitement_A;Il est intéressant de faire de petits projets parce que vous voyez beaucoup de choses en un jour. Il est également intéressant de faire de grands projets parce que vous avez le temps de couper pendant des semaines, de vous faire la main et d'avoir une relation plus longue avec le verre.;translation;5.0;5.0;5.0;5.0;2.0;5.0;1.0
24_contextual;Entretien 01 24.10.03 02_traitement_A;Facebook aussi permet de communiquer des choses.;contextual;1.0;1.0;1.0;1.0;1.0;5.0;1.0
24_original;Entretien 01 24.10.03 02_traitement_A;Ça nous permet de comprendre des choses.;original;1.0;1.0;1.0;1.0;1.0;5.0;1.0
24_swap;Entretien 01 24.10.03 02_traitement_A;Nous ça comprendre permet de des choses.;swap;1.0;1.0;1.0;1.0;1.0;5.0;1.0
24_translation;Entretien 01 24.10.03 02_traitement_A;Ça nous aide à comprendre les choses.;translation;1.0;1.0;1.0;1.0;1.0;5.0;1.0
25_contextual;Entretien 01 24.10.03 02_traitement_A;Moi, je suis assez sensible à la peinture sur verre malgré que ça relève un peu de la sorcellerie et de l'alchimie dans le sens</s>NOTUSED, contrairement au sertissage ou à la coupe de verre, on a des méthodes qui sont assez similaires les un des des autres. Quant à la peinture, étant donné que c'est une pratique un peu plus personnelle et artistique, chacun a sa manière de manger' observer & chacun a sa manière de préparer sa peinture parce</s>NOTUSED'il y a l'application mais il y a aussi la préparation en amont. Moi, je sais que j'ai fait pas mal de recherches selon mon coin en pratique et en lisant des vieux bouquins du Moyen-<unk>ge ou de la a ou histoire de trouver des recettes et c méthodes.;contextual;8.0;8.0;8.0;5.0;8.0;10.0;1.0
25_original;Entretien 01 24.10.03 02_traitement_A;Moi, je suis assez sensible à la peinture sur verre parce que ça relève un peu de la sorcellerie et de l'alchimie dans le sens où, contrairement au sertissage ou à la coupe de verre, on a des méthodes qui sont assez similaires les uns des autres. Quant à la peinture, étant donné que c'est une pratique un peu plus personnelle et artistique, chacun a sa manière de l'approcher et chacun a sa manière de préparer sa peinture parce qu'il y a l'application mais il y a aussi la préparation en amont. Moi, je sais que j'ai fait pas mal de recherches dans mon coin en pratique et en lisant des vieux bouquins du Moyen-Âge ou de la Renaissance ou histoire de trouver des recettes et des méthodes.;original;8.0;8.0;8.0;5.0;8.0;10.0;1.0
25_swap;Entretien 01 24.10.03 02_traitement_A;Moi, je suis assez sensible à la peinture sur verre parce que ça relève un peu de la sorcellerie et de l ' alchimie dans le sens où, contrairement sertissage au ou à la coupe de verre, on des a méthodes qui sont similaires assez les uns des autres. à Quant la peinture, étant donné que c ' est une pratique un peu plus personnelle et artistique, chacun a sa manière de l ' approcher et chacun sa a manière de sa préparer peinture parce qu ' il y l a ' application mais il y a aussi la préparation en amont. Moi, je sais que j ' ai fait pas mal de recherches dans mon coin en pratique et en lisant des bouquins vieux du Moyen - Âge ou de la Renaissance ou histoire de des trouver et recettes des méthodes.;swap;8.0;8.0;8.0;5.0;8.0;10.0;1.0
25_translation;Entretien 01 24.10.03 02_traitement_A;Je suis assez sensible à la peinture de verre, parce que c'est quelque chose de sorcellerie et d'alchimie dans le sens où, contrairement au pétrissage ou à la coupe de méthodes de verre qui sont assez semblables les uns aux autres. En ce qui concerne la peinture, car c'est une pratique un peu plus personnelle et artistique, chacun a sa façon de s'approcher de lui, et chacun a sa façon de préparer sa peinture parce qu'il y a l'application, mais il y a aussi la préparation à l'avance. Je sais que dans la pratique et la lecture de vieux livres du Moyen Age ou de la Renaissance ou de l'histoire, des recettes et des méthodes, j'ai fait beaucoup de recherches dans mon coin.;translation;8.0;8.0;8.0;5.0;8.0;10.0;1.0
26_contextual;Entretien 01 24.10.03 02_traitement_A;Ça, c'est un truc qui me parle parce justement il qui a effectivement beaucoup de recherches et derrière, il y a des années d'application pour arriver à poser un geste assuré, dynamique et ouvert. Et un geste qui vient aussi avec une connaissance de la matière parce que je dirais même que la connaissance de la matière vient avec toute chose parce qu'une fois k'on connaît notre matière, comment elle réagit pendant la température, à 'humidité ambiante, à la tension qu' On lui applique, derrière, on peut avoir un geste plus assuré.;contextual;5.0;7.0;5.0;2.0;2.0;10.0;1.0
26_original;Entretien 01 24.10.03 02_traitement_A;Ça, c'est un truc qui me parle parce justement il y a eu beaucoup de recherches et derrière, il y a des années d'application pour arriver à avoir un geste assuré, dynamique et spontané. Et un geste qui vient aussi avec une connaissance de la matière parce que je dirais même que la connaissance de la matière vient avant toute chose parce qu'une fois qu'on connaît la matière, comment elle réagit à la température, à l'humidité ambiante, à la tension qu'on lui applique, derrière, on peut avoir un geste plus assuré.;original;5.0;7.0;5.0;2.0;2.0;10.0;1.0
26_swap;Entretien 01 24.10.03 02_traitement_A;Ça, c ' un est truc qui me parle parce il justement y a beaucoup eu de recherches et derrière, il y a des années d ' pour application arriver à avoir un geste assuré, dynamique et spontané. Et un geste qui avec vient une aussi connaissance de la matière parce que je dirais même que la connaissance de la matière vient avant toute chose parce qu ' une fois qu ' on connaît la matière, comment elle réagit à la température, à l ' humidité ambiante, à la tension qu ' on applique lui, derrière, on peut avoir un geste plus assuré.;swap;5.0;7.0;5.0;2.0;2.0;10.0;1.0
26_translation;Entretien 01 24.10.03 02_traitement_A;C'est une chose qui me parle parce qu'il y a eu beaucoup de recherches, et après cela, il y a des années d'application pour réaliser un geste sûr, dynamique et spontané, et un geste qui vient aussi avec une connaissance de la matière, parce que je dirais même que la connaissance de la matière vient avant tout parce que si vous connaissez la matière, comment elle réagit à la température, à l'humidité de l'environnement, à la tension qu'on lui donne derrière elle, on peut avoir un geste plus sûr.;translation;5.0;7.0;5.0;2.0;2.0;10.0;1.0
27_contextual;Entretien 01 24.10.03 02_traitement_A;La journée déjà a lequel on réfléchit, c'est sur pots de verre. Et'est les personnages qu'on a étalés en amont la veille ?-être.;contextual;1.0;1.0;1.0;1.0;1.0;1.0;1.0
27_original;Entretien 01 24.10.03 02_traitement_A;La matière déjà sur laquelle on peint, c'est des feuilles de verre. C'est les mêmes qu'on a coupées en amont la veille peut-être.;original;1.0;1.0;1.0;1.0;1.0;1.0;1.0
27_swap;Entretien 01 24.10.03 02_traitement_A;La déjà matière sur on laquelle peint c, ' est des feuilles. de verre C ' les est qu mêmes ' on a coupées amont en veille la peut -. être;swap;1.0;1.0;1.0;1.0;1.0;1.0;1.0
27_translation;Entretien 01 24.10.03 02_traitement_A;Le matériau sur lequel on peint est des feuilles de verre, c'est la même chose qu'on a coupé la veille.;translation;1.0;1.0;1.0;1.0;1.0;1.0;1.0
28_contextual;Entretien 01 24.10.03 02_traitement_A;Même tu lui' aussi déjà dit. Ce verre, s ' été pas nous qui le faisonsons, il est produit par des méries industrielles amont. Nous, on le reçoit sous forme de plaques.;contextual;1.0;1.0;1.0;1.0;1.0;1.0;1.0
28_original;Entretien 01 24.10.03 02_traitement_A;Donc tu l'as déjà rencontré. Ce verre, ce n'est pas nous qui le produisons, il est produit par des verreries en amont. Nous, on le reçoit sous forme de plaques.;original;1.0;1.0;1.0;1.0;1.0;1.0;1.0
28_swap;Entretien 01 24.10.03 02_traitement_A;L donc tu ' déjà as rencontré. Ce verre, ce n ' est pas qui nous le produisons, il est par produit des en verreries amont Nous. , on le sous reçoit forme de plaques.;swap;1.0;1.0;1.0;1.0;1.0;1.0;1.0
28_translation;Entretien 01 24.10.03 02_traitement_A;Le verre que nous ne produisons pas est produit par des usines de verre en amont.;translation;1.0;1.0;1.0;1.0;1.0;1.0;1.0
29_contextual;Entretien 01 24.10.03 02_traitement_A;Chaque moment où on vient juste peindre, on prépare notre peinture. A, c'est des beauxoxydes métalliques qui sont préparés aussi en amont par des entreprises qui font de la peinture ou de l'émail. C' sont des choses que la, on peut préparer moi-mêmes, mais qui impliqueraient des recherches sur des notions de durabilité avant un temps.;contextual;1.0;1.0;1.0;1.0;1.0;4.0;1.0
29_original;Entretien 01 24.10.03 02_traitement_A;Au moment où on vient le peindre, on prépare notre peinture. Là, c'est des oxydes métalliques qui sont préparés aussi en amont par des entreprises qui font de la peinture ou de l'émail. C'est des choses que nous, on peut préparer nous-mêmes, mais qui impliqueraient des recherches et des notions de durabilité dans le temps.;original;1.0;1.0;1.0;1.0;1.0;4.0;1.0
29_swap;Entretien 01 24.10.03 02_traitement_A;Au moment on où vient le, peindre on prépare notre peinture. Là, c ' des est oxydes qui métalliques sont préparés aussi en amont par des entreprises qui font de la peinture de ou l '. émail C ' est des choses que nous, on peut préparer nous - mêmes, mais qui impliqueraient des recherches et des de notions le dans durabilité temps.;swap;1.0;1.0;1.0;1.0;1.0;4.0;1.0
29_translation;Entretien 01 24.10.03 02_traitement_A;Au moment où nous le peignons, nous préparons notre peinture, et ce sont des oxydes de métal qui sont également préparés par les entreprises qui fabriquent la couleur ou l'émail. Ce sont des choses que nous pouvons préparer nous-mêmes, mais qui incluraient la recherche et les concepts de durabilité dans le temps.;translation;1.0;1.0;1.0;1.0;1.0;4.0;1.0
2_contextual;Entretien 01 24.10.03 02_traitement_A;Depuis 3 ans. Mon sui rentré en BTS il y environ 5 ans. Et j'estime que quand on commence nous mettre les idées dans le rouge, qd au tant qu'apprenti, on est dedans, on commence à être humain.;contextual;3.0;2.0;2.0;3.0;1.0;5.0;1.0
2_original;Entretien 01 24.10.03 02_traitement_A;Depuis 3 ans. Je suis rentré en apprentissage il y a 5 ans. Et j'estime que quand on commence à mettre les mains dans le métier, même en tant qu'apprenti, on est dedans, on commence à être professionnel.;original;3.0;2.0;2.0;3.0;1.0;5.0;1.0
2_swap;Entretien 01 24.10.03 02_traitement_A;3 depuis. ans rentré Je suis en apprentissage il y a 5 ans. Et j ' estime quand que on commence à mettre mains les dans le métier, même en qu tant ' apprenti, on est dedans on, à commence être. professionnel;swap;3.0;2.0;2.0;3.0;1.0;5.0;1.0
2_translation;Entretien 01 24.10.03 02_traitement_A;Je suis revenu à l'enseignement il y a cinq ans, et je crois que quand on commence à mettre les mains dans le métier, on est aussi apprenti, on commence à être professionnel.;translation;3.0;2.0;2.0;3.0;1.0;5.0;1.0
30_contextual;Entretien 01 24.10.03 02_traitement_A;On l'achète à prête. C' de de la soude, d'est des dizainesoxydes différents pas du plomb. Cette poudre, tu va la transformer sur une base malléable et applicable au pinceau.;contextual;1.0;1.0;1.0;1.0;1.0;4.0;1.0
30_original;Entretien 01 24.10.03 02_traitement_A;On l'achète toute prête. C'est de la poudre, c'est des oxydes métalliques et du plomb. Cette poudre, on va la transformer en une matière malléable et applicable au pinceau.;original;1.0;1.0;1.0;1.0;1.0;4.0;1.0
30_swap;Entretien 01 24.10.03 02_traitement_A;On l ' achète toute prête. C ' est de la poudre, c ' des oxydes est métalliques et du. plomb Cette poudre, on va la transformer en une matière malléable applicable et. au pinceau;swap;1.0;1.0;1.0;1.0;1.0;4.0;1.0
30_translation;Entretien 01 24.10.03 02_traitement_A;C'est de la poudre, c'est des oxydes de métal et du plomb, et cette poudre est transformée en un matériau moule adapté au pinceau.;translation;1.0;1.0;1.0;1.0;1.0;4.0;1.0
