id;filename;text;augmentation_type;difficulté_verbalisation
281;Entretien 01 24.10.03 02_traitement_A;Et un geste qui vient aussi avec une connaissance de la matière parce que je dirais même que la connaissance de la matière vient avant toute chose parce qu'une fois qu'on connaît la matière, comment elle réagit à la température, à l'humidité ambiante, à la tension qu'on lui applique, derrière, on peut avoir un geste plus assuré.;original;1
281_contextual;Entretien 01 24.10.03 02_traitement_A;Et un artiste qui vient aussi avec une connaissance avant la matière parce que si dirais dirais plutôt la connaissance de la matière vient avant toute chose parce qu'une fois qu'on connaît la matière, comment elle réagit à moi chaleur, à l'humidité ambiante, à ma forme qu'on lui montre, derrière, on peut avoir un geste plus assuré.;contextual;1
281_swap;Entretien 01 24.10.03 02_traitement_A;Et un qui geste vient aussi avec une connaissance de la matière parce que je dirais même que connaissance la la de vient matière avant chose toute parce qu ' une fois qu ' on connaît la matière, elle réagit comment à la température, l à ' humidité ambiante, à la tension qu ' lui on applique, derrière, peut on avoir un geste plus assuré.;swap;1
281_translation;Entretien 01 24.10.03 02_traitement_A;Et un geste qui vient aussi avec une connaissance de la matière, parce que je dirais même que la connaissance de la matière vient avant tout parce que dès que vous connaissez la matière, comment elle réagit à la température, à l'humidité ambiante, à la tension qu'on applique sur elle, on peut avoir un geste plus sûr derrière elle.;translation;1
282;Entretien 01 24.10.03 02_traitement_A;La matière déjà sur laquelle on peint, c'est des feuilles de verre.;original;0
282_contextual;Entretien 01 24.10.03 02_traitement_A;Une matière blanche sur laquelle on peint, c' appelle des feuilles dans soie.;contextual;0
282_swap;Entretien 01 24.10.03 02_traitement_A;La matière peint déjà sur laquelle on, c ' des est feuilles de verre.;swap;0
282_translation;Entretien 01 24.10.03 02_traitement_A;Le matériau sur lequel on peint est des feuilles de verre.;translation;0
283;Entretien 01 24.10.03 02_traitement_A;C'est les mêmes qu'on a coupées en amont la veille peut-être.;original;0
283_contextual;Entretien 01 24.10.03 02_traitement_A;C'est les spectacles qu'on pensait regardés manuellement amont la première peuvent-être.;contextual;0
283_swap;Entretien 01 24.10.03 02_traitement_A;C ' est les mêmes qu ' a on amont coupées en la veille peut -. être;swap;0
283_translation;Entretien 01 24.10.03 02_traitement_A;Ils sont les mêmes que ceux qu'on a coupés la veille.;translation;0
284;Entretien 01 24.10.03 02_traitement_A;Donc tu l'as déjà rencontré.;original;0
284_contextual;Entretien 01 24.10.03 02_traitement_A;Donc tu J' AS effectivement rencontré.;contextual;0
284_swap;Entretien 01 24.10.03 02_traitement_A;Donc l tu ' rencontré as déjà.;swap;0
284_translation;Entretien 01 24.10.03 02_traitement_A;Donc tu l'as déjà rencontré.;translation;0
285;Entretien 01 24.10.03 02_traitement_A;Ce verre, ce n'est pas nous qui le produisons, il est produit par des verreries en amont.;original;0
285_contextual;Entretien 01 24.10.03 02_traitement_A;Question verre, on l'est pas nous mais le faisons vraiment, il la produit dans des verreries en amont.;contextual;0
285_swap;Entretien 01 24.10.03 02_traitement_A;Verre ce, ' ce n est pas nous le qui produisons, est il par produit des verreries amont en.;swap;0
285_translation;Entretien 01 24.10.03 02_traitement_A;Ce verre n'est pas produit par nous, mais par des usines de verre en amont.;translation;0
286;Entretien 01 24.10.03 02_traitement_A;Nous, on le reçoit sous forme de plaques.;original;0
286_contextual;Entretien 01 24.10.03 02_traitement_A;Toutefois, on les reçoit selon forme de plaques.;contextual;0
286_swap;Entretien 01 24.10.03 02_traitement_A;Nous, le sous on reçoit forme de plaques.;swap;0
286_translation;Entretien 01 24.10.03 02_traitement_A;On l'obtiendra sous forme de disques.;translation;0
287;Entretien 01 24.10.03 02_traitement_A;Au moment où on vient le peindre, on prépare notre peinture.;original;0
287_contextual;Entretien 01 24.10.03 02_traitement_A;Au moment où on souhaite vous consulter, on prépare notre œuvre.;contextual;0
287_swap;Entretien 01 24.10.03 02_traitement_A;Au moment on où vient le, peindre on peinture prépare notre.;swap;0
287_translation;Entretien 01 24.10.03 02_traitement_A;Quand on le peindra, on préparera notre tableau.;translation;0
288;Entretien 01 24.10.03 02_traitement_A;Là, c'est des oxydes métalliques qui sont préparés aussi en amont par des entreprises qui font de la peinture ou de l'émail.;original;0
288_contextual;Entretien 01 24.10.03 02_traitement_A;Là, j'est des grosoxydes métalliques Ils sont préparés aussi en Italie dans mes amis qui font faire la peinture ou font n'émail.;contextual;0
288_swap;Entretien 01 24.10.03 02_traitement_A;Là, ' est c métalliques des oxydes sont qui préparés aussi en amont par entreprises des qui de font la peinture de ou ' l émail.;swap;0
288_translation;Entretien 01 24.10.03 02_traitement_A;Ce sont des oxydes métalliques qui sont également préparés par des entreprises qui fabriquent de la peinture ou des émails.;translation;0
289;Entretien 01 24.10.03 02_traitement_A;C'est des choses que nous, on peut préparer nous-mêmes, mais qui impliqueraient des recherches et des notions de durabilité dans le temps.;original;0
289_contextual;Entretien 01 24.10.03 02_traitement_A;C'est des articles comme beaucoup, ont pourra préparer nous- même, mais qui impliquerai des recherches et donc notions de planification dans le temps.;contextual;0
289_swap;Entretien 01 24.10.03 02_traitement_A;Est c ' des que choses on nous préparer, peut - nous mêmes, mais impliqueraient qui des recherches et des notions de durabilité dans le temps.;swap;0
289_translation;Entretien 01 24.10.03 02_traitement_A;Ce sont des choses que nous pouvons préparer nous-mêmes, mais qui incluraient la recherche et les concepts de durabilité dans le temps.;translation;0
28_contextual;Entretien 01 24.10.03 01_traitement_A;Et des complications, on finissait, comme ... ^^.;contextual;0
28_swap;Entretien 01 24.10.03 01_traitement_A;Et fois des, on finissait, ça dépendait.;swap;0
28_translation;Entretien 01 24.10.03 01_traitement_A;Et parfois, nous avons fini, ça dépendait.;translation;0
29;Entretien 01 24.10.03 01_traitement_A;Si on avait des heures sup, des fois, 17h30.;original;0
290;Entretien 01 24.10.03 02_traitement_A;On l'achète toute prête.;original;0
290_contextual;Entretien 01 24.10.03 02_traitement_A;Elle l'achète ainsi seule.;contextual;0
290_swap;Entretien 01 24.10.03 02_traitement_A;On l achète ' toute prête.;swap;0
290_translation;Entretien 01 24.10.03 02_traitement_A;On l'achète aussi loin que possible.;translation;0
291;Entretien 01 24.10.03 02_traitement_A;C'est de la poudre, c'est des oxydes métalliques et du plomb.;original;0
291_contextual;Entretien 01 24.10.03 02_traitement_A;C' est plus la poudre, moi'est des acidesoxyde tous métaux et du plomb.;contextual;0
291_swap;Entretien 01 24.10.03 02_traitement_A;C ' est la de poudre, ' c des est oxydes métalliques du et plomb.;swap;0
291_translation;Entretien 01 24.10.03 02_traitement_A;C'est de la poudre, des oxydes de métal et du plomb.;translation;0
292;Entretien 01 24.10.03 02_traitement_A;Cette poudre, on va la transformer en une matière malléable et applicable au pinceau.;original;0
292_contextual;Entretien 01 24.10.03 02_traitement_A;Cette routine, qui peut vous simplifier en une formule malléable et applicable au pinceau.;contextual;0
292_swap;Entretien 01 24.10.03 02_traitement_A;Cette poudre, on va la en transformer matière une et malléable au applicable. pinceau;swap;0
292_translation;Entretien 01 24.10.03 02_traitement_A;Cette poudre est transformée en matériau moule approprié pour le pinceau.;translation;0
293;Entretien 01 24.10.03 02_traitement_A;Cette poudre, on peut la mélanger à de l'eau avec des additifs comme la gomme arabique.;original;0
293_contextual;Entretien 01 24.10.03 02_traitement_A;Cette poudre, on pe la trouver bien su l'eau et des  denrées alimentaires notamment la gomme arabique.;contextual;0
293_swap;Entretien 01 24.10.03 02_traitement_A;Poudre cette, peut on à la mélanger de l eau ' avec des additifs comme gomme la arabique.;swap;0
293_translation;Entretien 01 24.10.03 02_traitement_A;Cette poudre peut être mélangée avec de l'eau avec des additifs comme le caoutchouc arabe.;translation;0
294;Entretien 01 24.10.03 02_traitement_A;On peut la mélanger à du vinaigre selon les résultats qu'on a en tête, tout en connaissant ses propriétés.;original;0
294_contextual;Entretien 01 24.10.03 02_traitement_A;On utilise parfois mélanger avec du vinaigre selon les résultats qu'on échange par retour, tout en connaissant ses qualités.;contextual;0
294_swap;Entretien 01 24.10.03 02_traitement_A;On la peut mélanger à du vinaigre les selon résultats qu ' on en a tête, en tout connaissant propriétés ses.;swap;0
294_translation;Entretien 01 24.10.03 02_traitement_A;On peut les mélanger avec du vinaigre, selon les résultats que l'on a dans la tête et en même temps connaître ses propriétés.;translation;0
295;Entretien 01 24.10.03 02_traitement_A;On sait que le plomb n'aime pas l'acidité, donc si on l'applique au vinaigre sur le long terme, le plomb peut se dissocier des oxydes métalliques, donc mal se vitrifier.;original;0
295_contextual;Entretien 01 24.10.03 02_traitement_A;Il sait que le plomb n'aime pas l' eau, or lorsque on l'applique au vinaigre sur un premier terme, le metal vas se dissocier par oxyde naturels métalliques, donc mal se vitrifier.;contextual;0
295_swap;Entretien 01 24.10.03 02_traitement_A;On sait que le plomb n ' aime pas l ' acidité, si donc l on ' applique au vinaigre sur long le terme, plomb le se peut des dissocier métalliques oxydes, mal donc se vitrifier.;swap;0
295_translation;Entretien 01 24.10.03 02_traitement_A;On sait que le plomb n'aime pas l'acide, c'est-à-dire que s'il est appliqué sur le vinaigre à long terme, le plomb peut se distraire des oxydes métalliques et se vitrer mal.;translation;0
296;Entretien 01 24.10.03 02_traitement_A;Il y a des connaissances à avoir là-dedans.;original;0
296_contextual;Entretien 01 24.10.03 02_traitement_A;Ben y bien des connaissances à avoir Chapeau-haut.;contextual;0
296_swap;Entretien 01 24.10.03 02_traitement_A;Il des y a connaissances là à avoir - dedans.;swap;0
296_translation;Entretien 01 24.10.03 02_traitement_A;Il y a des amis qui doivent être là-dedans.;translation;0
297;Entretien 01 24.10.03 02_traitement_A;On prépare la peinture avec des corps gras pour permettre des superpositions sur les corps maigres en dessous.;original;0
297_contextual;Entretien 01 24.10.03 02_traitement_A;Il prépare la peinture avec des corps gras donc éviter l superopacités sur les corps blancs sont en dessous.;contextual;0
297_swap;Entretien 01 24.10.03 02_traitement_A;Prépare on la peinture avec corps des pour gras des superpositions permettre sur les maigres corps en dessous.;swap;0
297_translation;Entretien 01 24.10.03 02_traitement_A;La couleur est préparée avec des corps gras pour permettre la superposition sur les corps maigres en dessous.;translation;0
298;Entretien 01 24.10.03 02_traitement_A;C'est-à-dire qu'on peut peindre à l'eau, puis par au-dessus à l'essence pour pouvoir faire des superpositions.;original;0
298_contextual;Entretien 01 24.10.03 02_traitement_A;=' est- --dire q'on pourra peindre sous l'eau, puis mélanger au-dessus a l'essence pour pouvoir faire des différentes couleurss.;contextual;0
298_swap;Entretien 01 24.10.03 02_traitement_A;C ' est - à - dire qu ' peut on à l ' peindre eau, puis par au - l dessus à ' essence superpositions pour pouvoir faire des.;swap;0
298_translation;Entretien 01 24.10.03 02_traitement_A;C'est-à-dire que vous pouvez peindre avec de l'eau, puis au-dessus de l'essence pour faire des superpositions.;translation;0
299;Entretien 01 24.10.03 02_traitement_A;Après, peut-être que je m'égare un peu.;original;2
299_contextual;Entretien 01 24.10.03 02_traitement_A;bon, peut-être que je croyais' aidera une peu.;contextual;2
299_swap;Entretien 01 24.10.03 02_traitement_A;, après peut - que être je m égare ' peu un.;swap;2
299_translation;Entretien 01 24.10.03 02_traitement_A;Je me trompe peut-être un peu.;translation;2
29_contextual;Entretien 01 24.10.03 01_traitement_A;Si on avait plusieurs périodes fixes, des services, 17h30.;contextual;0
29_swap;Entretien 01 24.10.03 01_traitement_A;On si avait heures sup des, des, fois 17h30.;swap;0
29_translation;Entretien 01 24.10.03 01_traitement_A;Si on avait des heures sup, parfois à 17 h 30.;translation;0
2_contextual;Entretien 01 24.10.03 01_traitement_A;Dans quel'  ?;contextual;1
2_swap;Entretien 01 24.10.03 01_traitement_A;Dans l ' entreprise?;swap;1
2_translation;Entretien 01 24.10.03 01_traitement_A;À l'entreprise ?;translation;1
3;Entretien 01 24.10.03 01_traitement_A;Ça dépend un peu parce que du coup j'ai eu deux aspects très différents.;original;1
30;Entretien 01 24.10.03 01_traitement_A;Des fois, encore 2 heures sup, 16h.;original;0
300;Entretien 01 24.10.03 02_traitement_A;Le moment de la préparation de la peinture et de la palette, c'est un moment un peu méditatif.;original;0
300_contextual;Entretien 01 24.10.03 02_traitement_A;Le moment de non préparation de la pour bien préparer la palette, c'est du moment vraiment petit atatif.;contextual;0
300_swap;Entretien 01 24.10.03 02_traitement_A;Le moment de la de préparation la peinture de et palette la, c ' un moment est méditatif un peu.;swap;0
300_translation;Entretien 01 24.10.03 02_traitement_A;Le moment de préparer la couleur et la palette est un peu méditatif.;translation;0
301;Entretien 01 24.10.03 02_traitement_A;On va écraser les pigments, on va mélanger la palette, et selon l'état d'esprit dans lequel on est, si on est un peu fatigué, si on est un peu lunaire, on peut se perdre et juste écraser les pigments pendant 15 minutes sans s'en rendre compte.;original;0
301_contextual;Entretien 01 24.10.03 02_traitement_A;On va yécraser les 2s, on va mélanger en palette, et selon l'état d'esprit dans lequel on est, si on est un peu fatigué, si on souhaite un peu lunaire, on peut se poser et juste  tourner avec les pigments pendant 15 minutes sans jamais' la rendre fatigue.;contextual;0
301_swap;Entretien 01 24.10.03 02_traitement_A;Va on écraser les pigments, on mélanger la va palette, et l ' selon état d ' esprit dans lequel on est, si on est un peu, fatigué si on est un peu lunaire, on peut perdre se et juste écraser les pigments pendant 15 minutes sans s ' rendre en compte.;swap;0
301_translation;Entretien 01 24.10.03 02_traitement_A;On écrase les pigments, on mélange la palette, et selon l'esprit dans lequel on est, quand on est un peu fatigué, quand on est un peu lunaire, on peut se perdre et simplement écraser les pigments pendant 15 minutes sans le remarquer.;translation;0
302;Entretien 01 24.10.03 02_traitement_A;Et là, on met une certaine attention dans cette matière qui, à mon goût, est essentielle, puisque cette matière, on va la transformer, on va la sublimer pour en faire des images qui viennent de notre esprit.;original;1
302_contextual;Entretien 01 24.10.03 02_traitement_A;Car là, on met une certaine attention dans cette matière qui, à mon sens, est essentielle, dans chaque matière, qui va la transformer, on pourra lui sublimer pour vraiment extraire des images qui changent de notre esprit.;contextual;1
302_swap;Entretien 01 24.10.03 02_traitement_A;Et là on, met une certaine attention cette dans matière, qui à mon goût, essentielle est, puisque cette matière, on va transformer la, on va sublimer la en pour faire images des qui viennent de notre esprit.;swap;1
302_translation;Entretien 01 24.10.03 02_traitement_A;Et ici, une certaine attention est portée à cette matière, qui est essentielle à mon goût, parce que cette matière est transformée, elle est sublimée et transformée en images venant de notre esprit.;translation;1
303;Entretien 01 24.10.03 02_traitement_A;Et c'est important que cette matière première soit vraiment traitée avec soin et mettre une énergie dedans parce que derrière, c'est ce qui va permettre de faire un bon boulot.;original;0
303_contextual;Entretien 01 24.10.03 02_traitement_A;Et c'est important pour cette matière lui soit vraiment comme un soin comment mettre une énergie dedans parce celui derrière, ...'est ce mec va permettre le faire son bon boulot.;contextual;0
303_swap;Entretien 01 24.10.03 02_traitement_A;Et c ' est important que cette première matière soit vraiment traitée avec et mettre soin une dedans énergie que parce, derrière c ' ce est qui va permettre faire un bon de boulot.;swap;0
303_translation;Entretien 01 24.10.03 02_traitement_A;Et il est important que cette matière première soit traitée avec soin et qu'elle y mette de l'énergie, car il y aura un bon travail derrière elle.;translation;0
304;Entretien 01 24.10.03 02_traitement_A;Donc vraiment, la base, c'est la préparation de la peinture.;original;0
304_contextual;Entretien 01 24.10.03 02_traitement_A;Bien évidement, seule différence, c'est la préparation de ma peinture.;contextual;0
304_swap;Entretien 01 24.10.03 02_traitement_A;Vraiment donc, la, base c ' est la de préparation la peinture.;swap;0
304_translation;Entretien 01 24.10.03 02_traitement_A;Vraiment, la base est la préparation de la peinture.;translation;0
305;Entretien 01 24.10.03 02_traitement_A;Et au moment de l'application aussi, il y a un état d'esprit à avoir assez vif pour avoir des gestes qui sont japonais, qui sont justes.;original;1
305_contextual;Entretien 01 24.10.03 02_traitement_A;Et au pire fini l'application aussi, il y a notre état d'esprit à avoir assez contrôlé pour donner des gestes qui reste précis, ça font juste juste.;contextual;1
305_swap;Entretien 01 24.10.03 02_traitement_A;Et moment au l de application ' aussi il, y a un d état ' esprit à avoir assez pour vif avoir des qui gestes japonais sont, justes qui sont.;swap;1
305_translation;Entretien 01 24.10.03 02_traitement_A;Et même au moment de l'application, il y a un état d'esprit assez fort pour avoir des gestes qui sont japonais, qui sont justes.;translation;1
306;Entretien 01 24.10.03 02_traitement_A;Chaque geste doit être juste, et on n'a pas trop le droit à l'erreur si on veut avoir un résultat qui est bon.;original;0
306_contextual;Entretien 01 24.10.03 02_traitement_A;Chaque résultat dois être calculé, après on n' à guère trop le droit sur l' exception si on veut obtenir un résultat qui est bon.;contextual;0
306_swap;Entretien 01 24.10.03 02_traitement_A;Chaque doit être geste, juste n et on ' a trop pas le droit à ' l erreur si on veut avoir résultat un qui est. bon;swap;0
306_translation;Entretien 01 24.10.03 02_traitement_A;Chaque geste doit être juste, et vous n'avez pas trop le droit d'avoir des erreurs si vous voulez un résultat qui soit bon.;translation;0
307;Entretien 01 24.10.03 02_traitement_A;Effectivement, on peut tout corriger, mais si on veut un résultat spontané, là, il faut être plutôt dans un esprit d'action, mais tout en restant calme aussi parce que si le geste est précipité, ça ne marche pas.;original;0
307_contextual;Entretien 01 24.10.03 02_traitement_A;Effectivement, on peut tout corriger, mais si on aura un résultat spontané, là, et faut être plutôt dans un style d'action, mais tout en étant calme aussi parce : si tel geste serait volontaire, ça ça marche ....;contextual;0
307_swap;Entretien 01 24.10.03 02_traitement_A;On effectivement, peut tout, corriger mais si on veut un spontané résultat là, , il être faut plutôt dans esprit un d ' action, mais tout en restant aussi calme parce si que le geste est précipité, ça ne marche. pas;swap;0
307_translation;Entretien 01 24.10.03 02_traitement_A;Oui, on peut tout corriger, mais si on veut un résultat spontané, il faut être dans l'esprit de l'action, mais aussi rester calme, parce que quand le geste est précipité, ça ne marche pas.;translation;0
308;Entretien 01 24.10.03 02_traitement_A;C'est pour ça que c'est une étape qui me parle aussi parce qu'on est calme tout le long et c'est vraiment à ce moment-là que cette matière qui, à la base, est une poudre d'oxyde qui n'a vraiment rien de noble, d'ailleurs qui, de base, pour notre santé, est très nocive.;original;0
308_contextual;Entretien 01 24.10.03 02_traitement_A;C'est pour ça que c'est une étape qui vous parle aussi bien qu'on est calme tout de long et c'est vraiment à ce moment-là que cette matière qui, à al limite, est une poudre tout'oxyde qui n'a vraiment jamais de bon, d'ailleurs qui, de base, pour notre santé, est beaucoup extrêmementocive.;contextual;0
308_swap;Entretien 01 24.10.03 02_traitement_A;C ' est pour ça que c ' une est étape qui me parle aussi parce qu ' est on calme tout long le c et ' est vraiment à ce moment - que là cette qui matière, à base la, est une poudre d ' oxyde n qui ' a vraiment rien de noble, d ' ailleurs qui, de base, pour notre, santé très est nocive.;swap;0
308_translation;Entretien 01 24.10.03 02_traitement_A;C'est pourquoi c'est un pas qui me parle aussi parce que nous sommes calmes tout le temps, et c'est vraiment à ce moment-là que cette matière, qui est à la base une poudre d'oxyde qui n'a vraiment rien de noble, d'ailleurs, qui est fondamentalement très nuisible à notre santé.;translation;0
309;Entretien 01 24.10.03 02_traitement_A;Je trouve qu'il y a un amour qui est mis dans cette matière pour la sublimer et la transformer.;original;1
309_contextual;Entretien 01 24.10.03 02_traitement_A;Je découvre qu'il y a un soin fou fût mis devant cette matière pour en préserver et la transformer.;contextual;1
309_swap;Entretien 01 24.10.03 02_traitement_A;Je qu trouve ' il a y un qui amour dans est mis cette pour matière la sublimer et transformer la.;swap;1
309_translation;Entretien 01 24.10.03 02_traitement_A;Je pense qu'il y a un amour qui est placé dans cette matière pour l'élever et la transformer.;translation;1
30_contextual;Entretien 01 24.10.03 01_traitement_A;Par fois, durant 2 heures minimum, 16 inscriptions.;contextual;0
30_swap;Entretien 01 24.10.03 01_traitement_A;Des encore fois, heures 2 sup, 16h.;swap;0
30_translation;Entretien 01 24.10.03 01_traitement_A;Parfois, 2 heures supplémentaires, 16 heures.;translation;0
31;Entretien 01 24.10.03 01_traitement_A;C'était très variable.;original;1
310;Entretien 01 24.10.03 02_traitement_A;Donc, la préparation, l'application, et il y a ce moment aussi où ce verre, à la fin, on doit le cuire pour vitrifier les peintures.;original;0
310_contextual;Entretien 01 24.10.03 02_traitement_A;Donc, cette préparation, l' intérieur, mais il y finit au moment aussi où ce moule, à toute fin, Simon doit le vider pour vitrifier les aliments.;contextual;0
310_swap;Entretien 01 24.10.03 02_traitement_A;Donc, préparation la, l ' application, et y il a ce aussi moment verre où ce, fin à la, doit on le cuire pour vitrifier peintures. les;swap;0
310_translation;Entretien 01 24.10.03 02_traitement_A;Donc, la préparation, l'application, et il ya aussi ce moment où ce verre, à la fin, nous devons le faire cuire pour les coloris.;translation;0
311;Entretien 01 24.10.03 02_traitement_A;Bon, là, ça va, on a des fours qui sont corrects, mais ça peut arriver que des pièces cassent dans le four en fonction de s'il y a des chocs thermiques ou il y a des choses, des fois, qu'on ne peut pas prévoir.;original;0
311_contextual;Entretien 01 24.10.03 02_traitement_A;Bon, là, ça va, y a des fours qui est corrects, cependant ça peut arriver que le gens cassent juste le four a fonction duquel cela'il y a des chocs thermiques ou il y a des choses, des éléments, qu'on ne peut pas prévoir.;contextual;0
311_swap;Entretien 01 24.10.03 02_traitement_A;Bon, là, va ça, on a des fours qui sont corrects mais, peut ça arriver que des cassent pièces dans le four en fonction de s ' y il des chocs a thermiques il ou y a des, choses des fois, qu ' on peut ne pas prévoir.;swap;0
311_translation;Entretien 01 24.10.03 02_traitement_A;Ok, c'est bon, nous avons des fours qui sont justes, mais parfois des pièces se cassent dans le four, selon qu'il y a des chocs thermiques, ou il y a des choses qu'on ne peut pas prévoir parfois.;translation;0
312;Entretien 01 24.10.03 02_traitement_A;Effectivement, évidemment, avec le temps et l'expérience, on gère tout ça, mais il y a toujours, des fois, une part d'aléatoire qui surprend même les plus aguerris.;original;0
312_contextual;Entretien 01 24.10.03 02_traitement_A;Effectivement, ici, avec le temps et l'expérience, on gère intelligemment ça, mai y nous a aussi, des fois, cet part d'al alatoire qui surprend même les amateurs prudents.;contextual;0
312_swap;Entretien 01 24.10.03 02_traitement_A;Effectivement, évidemment, le avec temps et l expérience ', gère on tout ça mais, y il a toujours, fois des une, d part ' aléatoire surprend qui même les aguerris plus.;swap;0
312_translation;Entretien 01 24.10.03 02_traitement_A;Oui, bien sûr, avec le temps et l'expérience... c'est tout, mais il y a toujours, parfois, une partie du hasard qui surprend même les plus audacieux.;translation;0
313;Entretien 01 24.10.03 02_traitement_A;Et ça, c'est intéressant aussi parce qu'en fait, on n'est pas maître de tout ce qu'on fait.;original;0
313_contextual;Entretien 01 24.10.03 02_traitement_A;mais ça, aussi'est intéressant aussi parce qu' ça fait, on la'est pas sûre à 100% ce que' Alain fait.;contextual;0
313_swap;Entretien 01 24.10.03 02_traitement_A;Ça et, ' c intéressant aussi est parce qu ' fait en, on n ' pas est maître de tout ce qu on ' fait.;swap;0
313_translation;Entretien 01 24.10.03 02_traitement_A;Et c'est aussi intéressant parce que nous n'avons pas vraiment le contrôle de tout ce que nous faisons.;translation;0
314;Entretien 01 24.10.03 02_traitement_A;Il y a toujours une part d'aléatoire qu'on ne peut pas contrôler et ça nous redonne un peu d'humilité.;original;0
314_contextual;Entretien 01 24.10.03 02_traitement_A;La y a malheureusement une part du' atéatoire qu'<unk> e peut toujours réaliser : ça nous redonne un peu d'humilité.;contextual;0
314_swap;Entretien 01 24.10.03 02_traitement_A;Il y une a toujours part ' d aléatoire qu on ' peut ne pas contrôler et ça nous redonne un d peu ' humilité.;swap;0
314_translation;Entretien 01 24.10.03 02_traitement_A;Il y a toujours une partie des coïncidences que nous ne pouvons pas contrôler, et cela nous donne un peu d'humilité.;translation;0
315;Entretien 01 24.10.03 02_traitement_A;Je pense que ce matériau qui est sous forme de poudre, on lui donne une forme.;original;1
315_contextual;Entretien 01 24.10.03 02_traitement_A;Je pense que tout matériau qui est en contrainte de poudre, on y connaît sa forme.;contextual;1
315_swap;Entretien 01 24.10.03 02_traitement_A;Je que pense matériau ce qui sous est forme poudre de, on lui une donne. forme;swap;1
315_translation;Entretien 01 24.10.03 02_traitement_A;Je pense que ce matériau, qui est sous forme de poudre, existe une forme.;translation;1
316;Entretien 01 24.10.03 02_traitement_A;Finalement, c'est peut-être un peu comme un sculpteur qui vient modeler une terre et lui donner un corps.;original;2
316_contextual;Entretien 01 24.10.03 02_traitement_A;Finalement, c' a peut-être très peu comme un sculpteur que peut enner ta terre puis lui donner un corps.;contextual;2
316_swap;Entretien 01 24.10.03 02_traitement_A;Finalement, c ' est peut - être peu un comme sculpteur un vient qui modeler une terre lui et donner un corps.;swap;2
316_translation;Entretien 01 24.10.03 02_traitement_A;Après tout, c'est peut-être un peu comme un sculpteur qui forme une terre et lui donne un corps.;translation;2
317;Entretien 01 24.10.03 02_traitement_A;Là, c'est un peu ça aussi.;original;3
317_contextual;Entretien 01 24.10.03 02_traitement_A;Finalement, c' à petit peu ça aussi.;contextual;3
317_swap;Entretien 01 24.10.03 02_traitement_A;Là c, ' un est ça peu aussi.;swap;3
317_translation;Entretien 01 24.10.03 02_traitement_A;C'est un peu comme ça.;translation;3
318;Entretien 01 24.10.03 02_traitement_A;On vient lui donner un sens à nos yeux d'humain.;original;1
318_contextual;Entretien 01 24.10.03 02_traitement_A;Ceci peut lui donner un sens à nos comportements d' humains.;contextual;1
318_swap;Entretien 01 24.10.03 02_traitement_A;On vient lui donner à un sens nos d yeux '. humain;swap;1
318_translation;Entretien 01 24.10.03 02_traitement_A;Nous sommes ici pour lui donner un sens à nos yeux humains.;translation;1
319;Entretien 01 24.10.03 02_traitement_A;Mais encore une fois, c'est une vision de l'artisan, finalement.;original;2
319_contextual;Entretien 01 24.10.03 02_traitement_A;Ah encore une façon, peut' avoir une vision uniquement son'artisan, finalement.;contextual;2
319_swap;Entretien 01 24.10.03 02_traitement_A;Encore mais une fois, ' c est vision une ' de l artisan finalement,.;swap;2
319_translation;Entretien 01 24.10.03 02_traitement_A;Mais encore une fois, c'est une vision de l'artisan, enfin.;translation;2
31_contextual;Entretien 01 24.10.03 01_traitement_A;C' accueil très agréable.;contextual;1
31_swap;Entretien 01 24.10.03 01_traitement_A;C ' très était. variable;swap;1
31_translation;Entretien 01 24.10.03 01_traitement_A;C'était très différent.;translation;1
32;Entretien 01 24.10.03 01_traitement_A;C'était très ouvrier comme façon de faire.;original;1
320;Entretien 01 24.10.03 02_traitement_A;Il vit, justement.;original;1
320_contextual;Entretien 01 24.10.03 02_traitement_A;Il triomphe, résiste.;contextual;1
320_swap;Entretien 01 24.10.03 02_traitement_A;Il vit, justement.;swap;1
320_translation;Entretien 01 24.10.03 02_traitement_A;Il est en vie.;translation;1
321;Entretien 01 24.10.03 02_traitement_A;Parce que quand il est inerte et qu'il est sous forme d'oxyde, il est là, il ne bouge pas.;original;0
321_contextual;Entretien 01 24.10.03 02_traitement_A;Parce simplement quand il est revenu et qu'il apparait à forme minérale'oxyde, il est là, on est bouge !!.;contextual;0
321_swap;Entretien 01 24.10.03 02_traitement_A;Parce que il quand est et inerte qu ' est il sous d forme ' oxyde, il là est, ne il bouge pas.;swap;0
321_translation;Entretien 01 24.10.03 02_traitement_A;Car s'il est inerte et sous forme d'oxyde, il ne bouge pas.;translation;0
322;Entretien 01 24.10.03 02_traitement_A;Et là, peut-être qu'on lui donne une vie.;original;2
322_contextual;Entretien 01 24.10.03 02_traitement_A;Et là, allez- croire qu' Allah lui devra ensuite vie.;contextual;2
322_swap;Entretien 01 24.10.03 02_traitement_A;Là et peut, - qu être ' donne on lui une vie.;swap;2
322_translation;Entretien 01 24.10.03 02_traitement_A;Et peut-être lui donnerons-nous une vie.;translation;2
323;Entretien 01 24.10.03 02_traitement_A;Enfin, selon notre sens à nous, finalement.;original;1
323_contextual;Entretien 01 24.10.03 02_traitement_A;Enfin, chacun notre rythme à nous, euh.;contextual;1
